,rank,Team,rank_change,year,Part,Pld,W,D,L,GF,GA,GD,Points,previous_cup_wins,won_this_year
11296,75,Benin,-2,2012,4.0,14.0,0.0,5.0,9.0,7.0,24.0,-17.0,5.0,0,0
11297,74,Morocco,2,2012,19.0,74.0,29.0,25.0,20.0,87.0,65.0,22.0,112.0,1,0
11298,71,Togo,-2,2012,8.0,25.0,3.0,8.0,14.0,19.0,42.0,-23.0,17.0,0,0
11299,69,Cape Verde,6,2012,4.0,16.0,5.0,8.0,3.0,14.0,12.0,2.0,21.0,0,0
11300,62,Sierra Leone,1,2012,3.0,8.0,1.0,3.0,4.0,4.0,14.0,-10.0,6.0,0,0
11301,61,Cameroon,-1,2012,21.0,95.0,46.0,31.0,18.0,142.0,90.0,52.0,169.0,4,0
11302,60,Guinea,-11,2012,14.0,52.0,15.0,18.0,19.0,65.0,72.0,-7.0,63.0,0,0
11303,79,Equatorial Guinea,-16,2012,4.0,19.0,8.0,5.0,6.0,20.0,18.0,2.0,29.0,0,0
11304,101,Zimbabwe,3,2012,5.0,15.0,3.0,2.0,10.0,16.0,31.0,-15.0,11.0,0,0
11305,101,Sudan,-1,2012,9.0,27.0,7.0,7.0,13.0,29.0,42.0,-13.0,28.0,1,0
11306,89,Burkina Faso,0,2012,13.0,52.0,10.0,17.0,25.0,51.0,78.0,-27.0,47.0,0,0
11307,87,South Africa,3,2012,11.0,50.0,18.0,16.0,16.0,55.0,48.0,7.0,70.0,1,0
11308,84,Uganda,-2,2012,7.0,23.0,4.0,3.0,16.0,21.0,38.0,-17.0,15.0,0,0
11309,84,Angola,5,2012,9.0,31.0,7.0,13.0,11.0,39.0,43.0,-4.0,34.0,0,0
11310,52,Nigeria,-5,2012,20.0,104.0,57.0,24.0,23.0,146.0,95.0,50.0,195.0,2,0
11311,52,CAR,0,2012,,,,,,,,,,0,0
11312,19,Algeria,0,2012,20.0,80.0,28.0,24.0,28.0,97.0,93.0,4.0,108.0,1,0
11313,14,Ivory Coast,-1,2012,25.0,106.0,48.0,30.0,28.0,152.0,111.0,41.0,174.0,1,0
11314,25,Mali,-3,2012,13.0,59.0,21.0,21.0,17.0,71.0,69.0,2.0,84.0,0,0
11315,45,Tunisia,-1,2012,21.0,83.0,25.0,30.0,27.0,99.0,97.0,2.0,105.0,1,0
11316,42,Gabon,-10,2012,8.0,25.0,7.0,10.0,8.0,24.0,27.0,-3.0,31.0,0,0
11317,41,Egypt,1,2012,26.0,111.0,60.0,24.0,27.0,175.0,97.0,78.0,204.0,7,0
11318,34,Zambia,-5,2012,18.0,69.0,27.0,19.0,23.0,83.0,70.0,13.0,100.0,1,1
11319,30,Ghana,1,2012,24.0,105.0,54.0,23.0,28.0,138.0,93.0,45.0,185.0,4,0
11320,104,Burundi,-24,2012,1.0,3.0,0.0,0.0,3.0,0.0,4.0,-4.0,0.0,0,0
11321,105,Niger,-2,2012,2.0,6.0,0.0,1.0,5.0,1.0,9.0,-8.0,1.0,0,0
11322,54,Libya,-5,2012,3.0,11.0,3.0,5.0,3.0,12.0,13.0,-1.0,14.0,0,0
11323,107,DR Congo,8,2012,20.0,80.0,21.0,29.0,30.0,94.0,107.0,-13.0,92.0,2,0
11324,179,Madagascar,6,2012,1.0,5.0,2.0,2.0,1.0,7.0,7.0,0.0,8.0,0,0
11325,178,Eswatini,-7,2012,,,,,,,,,,0,0
11326,174,Guinea-Bissau,-1,2012,4.0,12.0,0.0,3.0,9.0,4.0,19.0,-15.0,3.0,0,0
11327,206,Mauritania,0,2012,3.0,10.0,1.0,2.0,7.0,4.0,16.0,-12.0,5.0,0,0
11328,202,Mauritius,-1,2012,1.0,3.0,0.0,0.0,3.0,2.0,8.0,-6.0,0.0,0,0
11329,202,Djibouti,0,2012,,,,,,,,,,0,0
11330,199,South Sudan,-1,2012,,,,,,,,,,0,0
11331,196,Seychelles,2,2012,,,,,,,,,,0,0
11332,196,Eritrea,4,2012,,,,,,,,,,0,0
11333,195,Somalia,2,2012,,,,,,,,,,0,0
11334,194,Comoros,-2,2012,1.0,4.0,1.0,0.0,3.0,4.0,7.0,-3.0,3.0,0,0
11335,159,Lesotho,1,2012,,,,,,,,,,0,0
11336,121,Botswana,4,2012,1.0,3.0,0.0,0.0,3.0,2.0,9.0,-7.0,0.0,0,0
11337,130,Tanzania,-4,2012,3.0,9.0,0.0,3.0,6.0,6.0,18.0,-12.0,3.0,0,0
11338,121,Namibia,4,2012,4.0,13.0,1.0,3.0,9.0,11.0,31.0,-20.0,6.0,0,0
11339,119,Sao Tome and Principe,-14,2012,,,,,,,,,,0,0
11340,112,Mozambique,2,2012,5.0,15.0,0.0,4.0,11.0,8.0,33.0,-25.0,4.0,0,0
11341,112,Liberia,-2,2012,2.0,5.0,1.0,2.0,2.0,5.0,7.0,-2.0,5.0,0,0
11342,111,Malawi,10,2012,3.0,10.0,2.0,2.0,6.0,9.0,15.0,-6.0,8.0,0,0
11343,110,Ethiopia,8,2012,11.0,30.0,7.0,4.0,19.0,31.0,67.0,-36.0,25.0,1,0
11344,109,Congo,-6,2012,7.0,26.0,7.0,7.0,12.0,27.0,37.0,-10.0,28.0,1,0
11345,134,Kenya,4,2012,6.0,17.0,2.0,4.0,11.0,11.0,31.0,-20.0,10.0,0,0
11346,134,Rwanda,12,2012,1.0,3.0,1.0,1.0,1.0,3.0,3.0,0.0,4.0,0,0
11347,140,Chad,20,2012,,,,,,,,,,0,0
11348,141,Gambia,-1,2012,2.0,8.0,3.0,1.0,4.0,6.0,10.0,-4.0,10.0,0,0
11349,133,Sao Tome and Principe,14,2013,,,,,,,,,,0,0
11350,137,Rwanda,3,2013,1.0,3.0,1.0,1.0,1.0,3.0,3.0,0.0,4.0,0,0
11351,141,Chad,1,2013,,,,,,,,,,0,0
11352,143,Gambia,2,2013,2.0,8.0,3.0,1.0,4.0,6.0,10.0,-4.0,10.0,0,0
11353,109,Congo,0,2013,7.0,26.0,7.0,7.0,12.0,27.0,37.0,-10.0,28.0,1,0
11354,110,Ethiopia,0,2013,11.0,30.0,7.0,4.0,19.0,31.0,67.0,-36.0,25.0,1,0
11355,111,Liberia,-1,2013,2.0,5.0,1.0,2.0,2.0,5.0,7.0,-2.0,5.0,0,0
11356,113,Mozambique,1,2013,5.0,15.0,0.0,4.0,11.0,8.0,33.0,-25.0,4.0,0,0
11357,114,Malawi,3,2013,3.0,10.0,2.0,2.0,6.0,9.0,15.0,-6.0,8.0,0,0
11358,124,Botswana,3,2013,1.0,3.0,0.0,0.0,3.0,2.0,9.0,-7.0,0.0,0,0
11359,124,Tanzania,-6,2013,3.0,9.0,0.0,3.0,6.0,6.0,18.0,-12.0,3.0,0,0
11360,126,Namibia,5,2013,4.0,13.0,1.0,3.0,9.0,11.0,31.0,-20.0,6.0,0,0
11361,127,Kenya,-7,2013,6.0,17.0,2.0,4.0,11.0,11.0,31.0,-20.0,10.0,0,0
11362,194,Comoros,0,2013,1.0,4.0,1.0,0.0,3.0,4.0,7.0,-3.0,3.0,0,0
11363,195,Eritrea,-1,2013,,,,,,,,,,0,0
11364,195,Seychelles,-1,2013,,,,,,,,,,0,0
11365,198,South Sudan,-1,2013,,,,,,,,,,0,0
11366,201,Somalia,6,2013,,,,,,,,,,0,0
11367,202,Mauritius,0,2013,1.0,3.0,0.0,0.0,3.0,2.0,8.0,-6.0,0.0,0,0
11368,203,Djibouti,1,2013,,,,,,,,,,0,0
11369,206,Mauritania,0,2013,3.0,10.0,1.0,2.0,7.0,4.0,16.0,-12.0,5.0,0,0
11370,160,Lesotho,1,2013,,,,,,,,,,0,0
11371,174,Guinea-Bissau,0,2013,4.0,12.0,0.0,3.0,9.0,4.0,19.0,-15.0,3.0,0,0
11372,178,Eswatini,0,2013,,,,,,,,,,0,0
11373,179,Madagascar,0,2013,1.0,5.0,2.0,2.0,1.0,7.0,7.0,0.0,8.0,0,0
11374,26,Ghana,-4,2013,24.0,105.0,54.0,23.0,28.0,138.0,93.0,45.0,185.0,4,0
11375,47,Libya,-7,2013,3.0,11.0,3.0,5.0,3.0,12.0,13.0,-1.0,14.0,0,0
11376,49,Gabon,7,2013,8.0,25.0,7.0,10.0,8.0,24.0,27.0,-3.0,31.0,0,0
11377,39,Zambia,5,2013,18.0,69.0,27.0,19.0,23.0,83.0,70.0,13.0,100.0,1,0
11378,25,Mali,0,2013,13.0,59.0,21.0,21.0,17.0,71.0,69.0,2.0,84.0,0,0
11379,14,Ivory Coast,0,2013,25.0,106.0,48.0,30.0,28.0,152.0,111.0,41.0,174.0,1,0
11380,22,Algeria,3,2013,20.0,80.0,28.0,24.0,28.0,97.0,93.0,4.0,108.0,1,0
11381,104,Burundi,0,2013,1.0,3.0,0.0,0.0,3.0,0.0,4.0,-4.0,0.0,0,0
11382,51,CAR,-1,2013,,,,,,,,,,0,0
11383,53,Tunisia,8,2013,21.0,83.0,25.0,30.0,27.0,99.0,97.0,2.0,105.0,1,0
11384,81,Uganda,-3,2013,7.0,23.0,4.0,3.0,16.0,21.0,38.0,-17.0,15.0,0,0
11385,85,South Africa,-2,2013,11.0,50.0,18.0,16.0,16.0,55.0,48.0,7.0,70.0,1,0
11386,93,Benin,18,2013,4.0,14.0,0.0,5.0,9.0,7.0,24.0,-17.0,5.0,0,0
11387,97,Niger,-8,2013,2.0,6.0,0.0,1.0,5.0,1.0,9.0,-8.0,1.0,0,0
11388,100,Sudan,-1,2013,9.0,27.0,7.0,7.0,13.0,29.0,42.0,-13.0,28.0,1,0
11389,101,DR Congo,-6,2013,20.0,80.0,21.0,29.0,30.0,94.0,107.0,-13.0,92.0,2,0
11390,102,Zimbabwe,1,2013,5.0,15.0,3.0,2.0,10.0,16.0,31.0,-15.0,11.0,0,0
11391,92,Burkina Faso,3,2013,13.0,52.0,10.0,17.0,25.0,51.0,78.0,-27.0,47.0,0,0
11392,79,Senegal,2,2013,17.0,71.0,30.0,18.0,23.0,87.0,58.0,29.0,108.0,0,0
11393,78,Angola,-6,2013,9.0,31.0,7.0,13.0,11.0,39.0,43.0,-4.0,34.0,0,0
11394,77,Togo,6,2013,8.0,25.0,3.0,8.0,14.0,19.0,42.0,-23.0,17.0,0,0
11395,54,Egypt,13,2013,26.0,111.0,60.0,24.0,27.0,175.0,97.0,78.0,204.0,7,0
11396,61,Guinea,1,2013,14.0,52.0,15.0,18.0,19.0,65.0,72.0,-7.0,63.0,0,0
11397,62,Sierra Leone,0,2013,3.0,8.0,1.0,3.0,4.0,4.0,14.0,-10.0,6.0,0,0
11398,67,Cameroon,6,2013,21.0,95.0,46.0,31.0,18.0,142.0,90.0,52.0,169.0,4,0
11399,70,Cape Verde,1,2013,4.0,16.0,5.0,8.0,3.0,14.0,12.0,2.0,21.0,0,0
11400,73,Equatorial Guinea,-6,2013,4.0,19.0,8.0,5.0,6.0,20.0,18.0,2.0,29.0,0,0
11401,74,Morocco,0,2013,19.0,74.0,29.0,25.0,20.0,87.0,65.0,22.0,112.0,1,0
11402,52,Nigeria,0,2013,20.0,104.0,57.0,24.0,23.0,146.0,95.0,50.0,195.0,3,1
11403,203,Somalia,2,2013,,,,,,,,,,0,0
11404,67,Togo,-10,2013,8.0,25.0,3.0,8.0,14.0,19.0,42.0,-23.0,17.0,0,0
11405,63,Cape Verde,-7,2013,4.0,16.0,5.0,8.0,3.0,14.0,12.0,2.0,21.0,0,0
11406,62,Libya,15,2013,3.0,11.0,3.0,5.0,3.0,12.0,13.0,-1.0,14.0,0,0
11407,61,Sierra Leone,-1,2013,3.0,8.0,1.0,3.0,4.0,4.0,14.0,-10.0,6.0,0,0
11408,60,South Africa,-25,2013,11.0,50.0,18.0,16.0,16.0,55.0,48.0,7.0,70.0,1,0
11409,70,Egypt,16,2013,26.0,111.0,60.0,24.0,27.0,175.0,97.0,78.0,204.0,7,0
11410,55,Burkina Faso,-37,2013,13.0,52.0,10.0,17.0,25.0,51.0,78.0,-27.0,47.0,0,0
11411,51,CAR,0,2013,,,,,,,,,,0,0
11412,47,Zambia,8,2013,18.0,69.0,27.0,19.0,23.0,83.0,70.0,13.0,100.0,1,0
11413,73,Guinea,12,2013,14.0,52.0,15.0,18.0,19.0,65.0,72.0,-7.0,63.0,0,0
11414,94,Angola,16,2013,9.0,31.0,7.0,13.0,11.0,39.0,43.0,-4.0,34.0,0,0
11415,93,Benin,0,2013,4.0,14.0,0.0,5.0,9.0,7.0,24.0,-17.0,5.0,0,0
11416,91,Congo,-18,2013,7.0,26.0,7.0,7.0,12.0,27.0,37.0,-10.0,28.0,1,0
11417,86,DR Congo,-15,2013,20.0,80.0,21.0,29.0,30.0,94.0,107.0,-13.0,92.0,2,0
11418,82,Senegal,3,2013,17.0,71.0,30.0,18.0,23.0,87.0,58.0,29.0,108.0,0,0
11419,79,Cameroon,12,2013,21.0,95.0,46.0,31.0,18.0,142.0,90.0,52.0,169.0,4,0
11420,75,Gabon,26,2013,8.0,25.0,7.0,10.0,8.0,24.0,27.0,-3.0,31.0,0,0
11421,74,Morocco,0,2013,19.0,74.0,29.0,25.0,20.0,87.0,65.0,22.0,112.0,1,0
11422,84,Uganda,3,2013,7.0,23.0,4.0,3.0,16.0,21.0,38.0,-17.0,15.0,0,0
11423,42,Tunisia,-11,2013,21.0,83.0,25.0,30.0,27.0,99.0,97.0,2.0,105.0,1,0
11424,12,Ivory Coast,-2,2013,25.0,106.0,48.0,30.0,28.0,152.0,111.0,41.0,174.0,1,0
11425,204,Djibouti,1,2013,,,,,,,,,,0,0
11426,19,Ghana,-7,2013,24.0,105.0,54.0,23.0,28.0,138.0,93.0,45.0,185.0,4,0
11427,34,Algeria,12,2013,20.0,80.0,28.0,24.0,28.0,97.0,93.0,4.0,108.0,1,0
11428,30,Nigeria,-22,2013,20.0,104.0,57.0,24.0,23.0,146.0,95.0,50.0,195.0,3,1
11429,25,Mali,0,2013,13.0,59.0,21.0,21.0,17.0,71.0,69.0,2.0,84.0,0,0
11430,97,Niger,0,2013,2.0,6.0,0.0,1.0,5.0,1.0,9.0,-8.0,1.0,0,0
11431,168,Mauritania,-38,2013,3.0,10.0,1.0,2.0,7.0,4.0,16.0,-12.0,5.0,0,0
11432,162,Lesotho,2,2013,,,,,,,,,,0,0
11433,176,Guinea-Bissau,2,2013,4.0,12.0,0.0,3.0,9.0,4.0,19.0,-15.0,3.0,0,0
11434,197,Seychelles,2,2013,,,,,,,,,,0,0
11435,197,Eritrea,2,2013,,,,,,,,,,0,0
11436,191,Comoros,-3,2013,1.0,4.0,1.0,0.0,3.0,4.0,7.0,-3.0,3.0,0,0
11437,187,Mauritius,-15,2013,1.0,3.0,0.0,0.0,3.0,2.0,8.0,-6.0,0.0,0,0
11438,181,Madagascar,2,2013,1.0,5.0,2.0,2.0,1.0,7.0,7.0,0.0,8.0,0,0
11439,180,Eswatini,2,2013,,,,,,,,,,0,0
11440,119,Liberia,8,2013,2.0,5.0,1.0,2.0,2.0,5.0,7.0,-2.0,5.0,0,0
11441,115,Burundi,11,2013,1.0,3.0,0.0,0.0,3.0,0.0,4.0,-4.0,0.0,0,0
11442,113,Malawi,-1,2013,3.0,10.0,2.0,2.0,6.0,9.0,15.0,-6.0,8.0,0,0
11443,123,Namibia,-3,2013,4.0,13.0,1.0,3.0,9.0,11.0,31.0,-20.0,6.0,0,0
11444,112,Mozambique,-1,2013,5.0,15.0,0.0,4.0,11.0,8.0,33.0,-25.0,4.0,0,0
11445,107,Equatorial Guinea,34,2013,4.0,19.0,8.0,5.0,6.0,20.0,18.0,2.0,29.0,0,0
11446,200,South Sudan,2,2013,,,,,,,,,,0,0
11447,100,Zimbabwe,-2,2013,5.0,15.0,3.0,2.0,10.0,16.0,31.0,-15.0,11.0,0,0
11448,114,Ethiopia,4,2013,11.0,30.0,7.0,4.0,19.0,31.0,67.0,-36.0,25.0,1,0
11449,104,Sudan,4,2013,9.0,27.0,7.0,7.0,13.0,29.0,42.0,-13.0,28.0,1,0
11450,145,Gambia,2,2013,2.0,8.0,3.0,1.0,4.0,6.0,10.0,-4.0,10.0,0,0
11451,140,Chad,-1,2013,,,,,,,,,,0,0
11452,135,Sao Tome and Principe,2,2013,,,,,,,,,,0,0
11453,130,Rwanda,-7,2013,1.0,3.0,1.0,1.0,1.0,3.0,3.0,0.0,4.0,0,0
11454,128,Botswana,4,2013,1.0,3.0,0.0,0.0,3.0,2.0,9.0,-7.0,0.0,0,0
11455,127,Tanzania,3,2013,3.0,9.0,0.0,3.0,6.0,6.0,18.0,-12.0,3.0,0,0
11456,126,Kenya,-1,2013,6.0,17.0,2.0,4.0,11.0,11.0,31.0,-20.0,10.0,0,0
11457,144,Gambia,-1,2013,2.0,8.0,3.0,1.0,4.0,6.0,10.0,-4.0,10.0,0,0
11458,111,Malawi,-2,2013,3.0,10.0,2.0,2.0,6.0,9.0,15.0,-6.0,8.0,0,0
11459,107,Mozambique,-5,2013,5.0,15.0,0.0,4.0,11.0,8.0,33.0,-25.0,4.0,0,0
11460,112,Ethiopia,-2,2013,11.0,30.0,7.0,4.0,19.0,31.0,67.0,-36.0,25.0,1,0
11461,118,Liberia,-1,2013,2.0,5.0,1.0,2.0,2.0,5.0,7.0,-2.0,5.0,0,0
11462,119,Tanzania,-8,2013,3.0,9.0,0.0,3.0,6.0,6.0,18.0,-12.0,3.0,0,0
11463,121,Namibia,-2,2013,4.0,13.0,1.0,3.0,9.0,11.0,31.0,-20.0,6.0,0,0
11464,122,Botswana,-6,2013,1.0,3.0,0.0,0.0,3.0,2.0,9.0,-7.0,0.0,0,0
11465,124,Burundi,9,2013,1.0,3.0,0.0,0.0,3.0,0.0,4.0,-4.0,0.0,0,0
11466,126,Kenya,0,2013,6.0,17.0,2.0,4.0,11.0,11.0,31.0,-20.0,10.0,0,0
11467,127,Sudan,23,2013,9.0,27.0,7.0,7.0,13.0,29.0,42.0,-13.0,28.0,1,0
11468,132,Rwanda,2,2013,1.0,3.0,1.0,1.0,1.0,3.0,3.0,0.0,4.0,0,0
11469,156,Sao Tome and Principe,21,2013,,,,,,,,,,0,0
11470,188,Madagascar,7,2013,1.0,5.0,2.0,2.0,1.0,7.0,7.0,0.0,8.0,0,0
11471,189,Mauritius,2,2013,1.0,3.0,0.0,0.0,3.0,2.0,8.0,-6.0,0.0,0,0
11472,192,Comoros,1,2013,1.0,4.0,1.0,0.0,3.0,4.0,7.0,-3.0,3.0,0,0
11473,197,Eritrea,0,2013,,,,,,,,,,0,0
11474,198,Seychelles,1,2013,,,,,,,,,,0,0
11475,200,South Sudan,0,2013,,,,,,,,,,0,0
11476,203,Somalia,0,2013,,,,,,,,,,0,0
11477,204,Djibouti,0,2013,,,,,,,,,,0,0
11478,183,Eswatini,3,2013,,,,,,,,,,0,0
11479,162,Chad,22,2013,,,,,,,,,,0,0
11480,166,Lesotho,4,2013,,,,,,,,,,0,0
11481,172,Mauritania,4,2013,3.0,10.0,1.0,2.0,7.0,4.0,16.0,-12.0,5.0,0,0
11482,183,Guinea-Bissau,7,2013,4.0,12.0,0.0,3.0,9.0,4.0,19.0,-15.0,3.0,0,0
11483,104,Equatorial Guinea,-3,2013,4.0,19.0,8.0,5.0,6.0,20.0,18.0,2.0,29.0,0,0
11484,30,Nigeria,0,2013,20.0,104.0,57.0,24.0,23.0,146.0,95.0,50.0,195.0,3,1
11485,34,Algeria,0,2013,20.0,80.0,28.0,24.0,28.0,97.0,93.0,4.0,108.0,1,0
11486,36,Zambia,-11,2013,18.0,69.0,27.0,19.0,23.0,83.0,70.0,13.0,100.0,1,0
11487,44,Tunisia,2,2013,21.0,83.0,25.0,30.0,27.0,99.0,97.0,2.0,105.0,1,0
11488,24,Mali,-1,2013,13.0,59.0,21.0,21.0,17.0,71.0,69.0,2.0,84.0,0,0
11489,13,Ivory Coast,1,2013,25.0,106.0,48.0,30.0,28.0,152.0,111.0,41.0,174.0,1,0
11490,20,Ghana,1,2013,24.0,105.0,54.0,23.0,28.0,138.0,93.0,45.0,185.0,4,0
11491,100,Zimbabwe,0,2013,5.0,15.0,3.0,2.0,10.0,16.0,31.0,-15.0,11.0,0,0
11492,95,Angola,1,2013,9.0,31.0,7.0,13.0,11.0,39.0,43.0,-4.0,34.0,0,0
11493,93,Niger,-4,2013,2.0,6.0,0.0,1.0,5.0,1.0,9.0,-8.0,1.0,0,0
11494,85,Uganda,1,2013,7.0,23.0,4.0,3.0,16.0,21.0,38.0,-17.0,15.0,0,0
11495,82,Senegal,0,2013,17.0,71.0,30.0,18.0,23.0,87.0,58.0,29.0,108.0,0,0
11496,81,DR Congo,-5,2013,20.0,80.0,21.0,29.0,30.0,94.0,107.0,-13.0,92.0,2,0
11497,79,Cameroon,0,2013,21.0,95.0,46.0,31.0,18.0,142.0,90.0,52.0,169.0,4,0
11498,77,Morocco,3,2013,19.0,74.0,29.0,25.0,20.0,87.0,65.0,22.0,112.0,1,0
11499,50,Burkina Faso,-5,2013,13.0,52.0,10.0,17.0,25.0,51.0,78.0,-27.0,47.0,0,0
11500,75,Gabon,0,2013,8.0,25.0,7.0,10.0,8.0,24.0,27.0,-3.0,31.0,0,0
11501,86,Benin,-7,2013,4.0,14.0,0.0,5.0,9.0,7.0,24.0,-17.0,5.0,0,0
11502,75,Egypt,5,2013,26.0,111.0,60.0,24.0,27.0,175.0,97.0,78.0,204.0,7,0
11503,52,CAR,1,2013,,,,,,,,,,0,0
11504,101,Congo,10,2013,7.0,26.0,7.0,7.0,12.0,27.0,37.0,-10.0,28.0,1,0
11505,57,Cape Verde,-6,2013,4.0,16.0,5.0,8.0,3.0,14.0,12.0,2.0,21.0,0,0
11506,60,South Africa,0,2013,11.0,50.0,18.0,16.0,16.0,55.0,48.0,7.0,70.0,1,0
11507,63,Sierra Leone,2,2013,3.0,8.0,1.0,3.0,4.0,4.0,14.0,-10.0,6.0,0,0
11508,72,Guinea,-1,2013,14.0,52.0,15.0,18.0,19.0,65.0,72.0,-7.0,63.0,0,0
11509,67,Togo,0,2013,8.0,25.0,3.0,8.0,14.0,19.0,42.0,-23.0,17.0,0,0
11510,65,Libya,3,2013,3.0,11.0,3.0,5.0,3.0,12.0,13.0,-1.0,14.0,0,0
11511,146,Gambia,2,2013,2.0,8.0,3.0,1.0,4.0,6.0,10.0,-4.0,10.0,0,0
11512,156,Lesotho,-10,2013,,,,,,,,,,0,0
11513,160,Sao Tome and Principe,4,2013,,,,,,,,,,0,0
11514,122,Kenya,-4,2013,6.0,17.0,2.0,4.0,11.0,11.0,31.0,-20.0,10.0,0,0
11515,124,Burundi,0,2013,1.0,3.0,0.0,0.0,3.0,0.0,4.0,-4.0,0.0,0,0
11516,125,Botswana,3,2013,1.0,3.0,0.0,0.0,3.0,2.0,9.0,-7.0,0.0,0,0
11517,125,Namibia,4,2013,4.0,13.0,1.0,3.0,9.0,11.0,31.0,-20.0,6.0,0,0
11518,133,Sudan,6,2013,9.0,27.0,7.0,7.0,13.0,29.0,42.0,-13.0,28.0,1,0
11519,135,Rwanda,3,2013,1.0,3.0,1.0,1.0,1.0,3.0,3.0,0.0,4.0,0,0
11520,189,Mauritius,0,2013,1.0,3.0,0.0,0.0,3.0,2.0,8.0,-6.0,0.0,0,0
11521,192,Comoros,0,2013,1.0,4.0,1.0,0.0,3.0,4.0,7.0,-3.0,3.0,0,0
11522,198,Eritrea,1,2013,,,,,,,,,,0,0
11523,199,Seychelles,1,2013,,,,,,,,,,0,0
11524,200,South Sudan,0,2013,,,,,,,,,,0,0
11525,202,Somalia,-1,2013,,,,,,,,,,0,0
11526,204,Djibouti,0,2013,,,,,,,,,,0,0
11527,188,Madagascar,0,2013,1.0,5.0,2.0,2.0,1.0,7.0,7.0,0.0,8.0,0,0
11528,183,Eswatini,0,2013,,,,,,,,,,0,0
11529,166,Chad,4,2013,,,,,,,,,,0,0
11530,180,Guinea-Bissau,-3,2013,4.0,12.0,0.0,3.0,9.0,4.0,19.0,-15.0,3.0,0,0
11531,175,Mauritania,3,2013,3.0,10.0,1.0,2.0,7.0,4.0,16.0,-12.0,5.0,0,0
11532,31,Nigeria,1,2013,20.0,104.0,57.0,24.0,23.0,146.0,95.0,50.0,195.0,3,1
11533,35,Algeria,1,2013,20.0,80.0,28.0,24.0,28.0,97.0,93.0,4.0,108.0,1,0
11534,41,Tunisia,-3,2013,21.0,83.0,25.0,30.0,27.0,99.0,97.0,2.0,105.0,1,0
11535,45,Zambia,9,2013,18.0,69.0,27.0,19.0,23.0,83.0,70.0,13.0,100.0,1,0
11536,50,Burkina Faso,0,2013,13.0,52.0,10.0,17.0,25.0,51.0,78.0,-27.0,47.0,0,0
11537,12,Ivory Coast,-1,2013,25.0,106.0,48.0,30.0,28.0,152.0,111.0,41.0,174.0,1,0
11538,22,Ghana,2,2013,24.0,105.0,54.0,23.0,28.0,138.0,93.0,45.0,185.0,4,0
11539,26,Mali,2,2013,13.0,59.0,21.0,21.0,17.0,71.0,69.0,2.0,84.0,0,0
11540,59,Equatorial Guinea,-45,2013,4.0,19.0,8.0,5.0,6.0,20.0,18.0,2.0,29.0,0,0
11541,92,Uganda,7,2013,7.0,23.0,4.0,3.0,16.0,21.0,38.0,-17.0,15.0,0,0
11542,94,Angola,-1,2013,9.0,31.0,7.0,13.0,11.0,39.0,43.0,-4.0,34.0,0,0
11543,99,Benin,13,2013,4.0,14.0,0.0,5.0,9.0,7.0,24.0,-17.0,5.0,0,0
11544,100,Niger,7,2013,2.0,6.0,0.0,1.0,5.0,1.0,9.0,-8.0,1.0,0,0
11545,101,Zimbabwe,1,2013,5.0,15.0,3.0,2.0,10.0,16.0,31.0,-15.0,11.0,0,0
11546,104,Liberia,-14,2013,2.0,5.0,1.0,2.0,2.0,5.0,7.0,-2.0,5.0,0,0
11547,106,Mozambique,-1,2013,5.0,15.0,0.0,4.0,11.0,8.0,33.0,-25.0,4.0,0,0
11548,107,Ethiopia,-5,2013,11.0,30.0,7.0,4.0,19.0,31.0,67.0,-36.0,25.0,1,0
11549,109,Malawi,-2,2013,3.0,10.0,2.0,2.0,6.0,9.0,15.0,-6.0,8.0,0,0
11550,116,Tanzania,-3,2013,3.0,9.0,0.0,3.0,6.0,6.0,18.0,-12.0,3.0,0,0
11551,60,Cameroon,-19,2013,21.0,95.0,46.0,31.0,18.0,142.0,90.0,52.0,169.0,4,0
11552,62,South Africa,2,2013,11.0,50.0,18.0,16.0,16.0,55.0,48.0,7.0,70.0,1,0
11553,64,CAR,12,2013,,,,,,,,,,0,0
11554,65,Libya,0,2013,3.0,11.0,3.0,5.0,3.0,12.0,13.0,-1.0,14.0,0,0
11555,67,Sierra Leone,4,2013,3.0,8.0,1.0,3.0,4.0,4.0,14.0,-10.0,6.0,0,0
11556,68,Egypt,-7,2013,26.0,111.0,60.0,24.0,27.0,175.0,97.0,78.0,204.0,7,0
11557,70,Guinea,-2,2013,14.0,52.0,15.0,18.0,19.0,65.0,72.0,-7.0,63.0,0,0
11558,72,Togo,5,2013,8.0,25.0,3.0,8.0,14.0,19.0,42.0,-23.0,17.0,0,0
11559,74,Morocco,-3,2013,19.0,74.0,29.0,25.0,20.0,87.0,65.0,22.0,112.0,1,0
11560,75,Cape Verde,18,2013,4.0,16.0,5.0,8.0,3.0,14.0,12.0,2.0,21.0,0,0
11561,77,Congo,-24,2013,7.0,26.0,7.0,7.0,12.0,27.0,37.0,-10.0,28.0,1,0
11562,80,Gabon,5,2013,8.0,25.0,7.0,10.0,8.0,24.0,27.0,-3.0,31.0,0,0
11563,85,DR Congo,4,2013,20.0,80.0,21.0,29.0,30.0,94.0,107.0,-13.0,92.0,2,0
11564,88,Senegal,6,2013,17.0,71.0,30.0,18.0,23.0,87.0,58.0,29.0,108.0,0,0
11565,75,Cape Verde,0,2013,4.0,16.0,5.0,8.0,3.0,14.0,12.0,2.0,21.0,0,0
